modulename|section|parentsection|typecode|type|itemvisibility|itemrole|name|title
sgnd-bootstrap.sh|Short description (first line of Description)||fn|function|public|normal|sgnd_module_init_metadata|Module init metadata
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_on_exit_install|On exit install
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_parse_statespec|Parse statespec
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_enable_save_state|Enable save state
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_disable_save_state|Disable save state
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_save_state|Save state
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_on_exit_add|On exit add
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_check_license|Check license
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_load_ui_style|Load ui style
sgnd-bootstrap.sh|Attribution fields||fn|function|public|normal|sgnd_bootstrap|Bootstrap
doc-processor.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
doc-processor.sh|Local definitions||var|variable|public|normal|Datamodel|Content tables for parsed documentation data
doc-processor.sh|Local definitions||fn|function|internal|normal|_init_localvars|Initialize parser state variables
doc-processor.sh|Semantic registries|Local definitions|fn|function|internal|normal|_sgnd_doc_list_contains|Test whether a value exists in a named array
doc-processor.sh|Semantic registries|Local definitions|fn|function|internal|normal|_sgnd_doc_is_valid_stylehint|Validate documentation style hint
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_noncommentline|Detect non-comment source lines
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_headermarker|Detect module header boundary lines
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_moduletitle|Detect the module title line
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_headerfields|Detect metadata and attribution fields
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_section|Detect documentation section headers
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_items|Detect documented items
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_headersectionheader|Detect named header sections
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_default|Detect default
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_get_section_comments|Get section comments
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_global_array_start|Detect framework/runtime/script globals array declarations
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_global_array_entry|Detect global declaration array entries
doc-processor.sh|Detectors|Local definitions|fn|function|internal|normal|_detect_commentseparator|Ignore visual comment separators
doc-processor.sh|Action|Local definitions|fn|function|internal|normal|_action_headerend|Emit module-level header data
doc-processor.sh|Action|Local definitions|fn|function|internal|normal|_guess_nextcontenttype|Advance content type after emitted headers
doc-processor.sh|Emitters|Local definitions|fn|function|internal|normal|_emit_globalrecord|Append a framework/runtime/script global declaration record
doc-processor.sh|Emitters|Local definitions|fn|function|internal|normal|_emit_contentline|Append a normalized documentation content line
doc-processor.sh|Emitters|Local definitions|fn|function|internal|normal|_emit_itemrecord|Append a documented item record
doc-processor.sh|Emitters|Local definitions|fn|function|internal|normal|_emit_sectionrecord|Append a documentation section record
doc-processor.sh|Internal API||fn|function|internal|normal|_parse_module_file|Parse one module source file
doc-processor.sh|Internal API||fn|function|internal|normal|_build_content_ref|Build a stable documentation content reference
doc-sample.sh|||doc|general documentation|public|normal|content_labels|Documentation content labels
doc-sample.sh|||doc|general documentation|public|normal|style_hints|Documentation line markers and style hints
doc-sample.sh|||doc|general documentation|public|normal|style_hint_examples|Style hint examples
doc-sample.sh|This is another list item.||fn|function|public|normal|sample_public_function|Sample public function
doc-sample.sh|This is another list item.||fn|function|public|normal|sample_function_with_arguments|Sample function with arguments
doc-sample.sh|This is another list item.||fn|function|internal|normal|_sample_internal_function|Internal function documentation
doc-sample.sh|This is another list item.||fn|function|public|template|sample_template_function|Sample template function
doc-sample.sh|This is another list item.||var|variable|public|normal|SAMPLE_PUBLIC_VARIABLE|Public variable documentation
doc-sample.sh|This is another list item.||var|variable|internal|normal|_SAMPLE_INTERNAL_VARIABLE|Internal variable documentation
doc-sample.sh|This is another list item.||var|variable|public|template|SAMPLE_TEMPLATE_VARIABLE|Template variable documentation
doc-sample.sh|This is another list item.||doc|general documentation|public|normal|recommended_item_sections|Recommended item sections
doc-sample.sh|This is another list item.||doc|general documentation|public|template|general_documentation_template|General documentation template
doc-sample.sh|Keep list items concise.||doc|general documentation|public|normal|empty_section_example|Empty section example
ui-ask.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_expand_choices|Expand compact choice specifications
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_choice_is_valid|
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_build_prompt|Build a readline-safe ask prompt
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_validate|
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_decision_expand_choices|Expand decision aliases
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_decision_normalize|Normalize a typed decision
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_decision_display|
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_decision_map_dlg_rc|Map autocontinue return codes to decisions
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_parse_fieldspec|Parse an ask_prompt_form field specification
ui-ask.sh|Internal helpers||fn|function|internal|normal|_ask_is_ident|
ui-ask.sh|Internal helpers||fn|function|internal|template|_ask_datetime_normalize|
ui-ask.sh|Public API||fn|function|public|normal|ask|Ask for a single typed value
ui-ask.sh|Public API||fn|function|public|normal|ask_datetime|
ui-ask.sh|Public API||fn|function|public|normal|ask_decision|Ask for a canonical symbolic decision
ui-ask.sh|Public API||fn|function|public|normal|ask_dlg_autocontinue|Show an interruptible auto-continue countdown
ui-ask.sh|Public API||fn|function|public|normal|ask_selection|Select one or more values from a numbered list
ui-ask.sh|Public API||fn|function|public|normal|ask_choose|Ask for a value from a choice list
ui-ask.sh|Public API||fn|function|public|normal|ask_choose_immediate|Ask for a choice with instant single-key acceptance
ui-ask.sh|Input coloring (match ask behavior)||fn|function|public|normal|ask_prompt_form|Prompt for multiple named fields
ui.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
ui.sh|Compatibility overrides||fn|function|internal|normal|_sh_err|Sh err
ui.sh|Compatibility overrides||fn|function|public|normal|confirm|Confirm
ui.sh|Helpers||fn|function|internal|normal|_sgnd_ui_resolve_theme_file|Ui resolve theme file
ui.sh|Public helpers|Public API|fn|function|public|normal|sgnd_strip_ansi|Strip ansi
ui.sh|Public helpers|Public API|fn|function|public|normal|sgnd_visible_len|Visible len
ui.sh|Theme loading|Public API|fn|function|public|normal|sgnd_ui_set_theme|Ui set theme
ui.sh|Theme loading|Public API|fn|function|public|normal|sgnd_theme|Display or switch the active UI theme
ui.sh|Theme loading|Public API|fn|function|public|normal|sgnd_ui_set_default_theme|Ui set default theme
ui.sh|Styling helpers|Public API|fn|function|public|normal|sgnd_sgr|Sgr
ui.sh|Styling helpers|Public API|fn|function|public|normal|sgnd_fg|Fg
ui.sh|Styling helpers|Public API|fn|function|public|normal|sgnd_bg|Bg
ui.sh|Runmode indicators|Public API|fn|function|public|normal|sgnd_update_runmode|Update runmode
ui.sh|Runmode indicators|Public API|fn|function|public|normal|sgnd_runmode_color|Runmode color
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_terminal_width|Return the current terminal width
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_render_width|Resolve an effective console render width
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_labeledvalue|Print labeledvalue
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_labeledmultivalue|
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_fill|Print fill
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_titlebar|Print titlebar
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_sectionheader|Print sectionheader
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print|Print
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_single|Print single
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_file|Print file
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_print_cell|Print cell
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_module_show_metadata|Module show metadata
ui.sh|Rendering primitives|Public API|fn|function|public|normal|sgnd_clear|Clear the visible terminal display
ui.sh|Sample/demo renderers|Public API|fn|function|public|normal|sgnd_color_samples|Color samples
ui.sh|Sample/demo renderers|Public API|fn|function|public|normal|sgnd_sample_row|Sample row
ui.sh|Sample/demo renderers|Public API|fn|function|public|normal|sgnd_style_samples|Display the active UI theme
sgnd-core.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
sgnd-core.sh|Runtime requirements|Public API|fn|function|public|normal|sgnd_have|Have
sgnd-core.sh|Runtime requirements|Public API|fn|function|public|normal|sgnd_need_cmd|Need cmd
sgnd-core.sh|Runtime requirements|Public API|fn|function|public|normal|sgnd_need_bash|Need bash
sgnd-core.sh|Runtime requirements|Public API|fn|function|public|normal|sgnd_need_tty|Need tty
sgnd-core.sh|Filesystem and paths|Public API|fn|function|public|normal|sgnd_can_append|Can append
sgnd-core.sh|Filesystem and paths|Public API|fn|function|public|normal|sgnd_ensure_dir|Ensure dir
sgnd-core.sh|Filesystem and paths|Public API|fn|function|public|normal|sgnd_abs_path|Abs path
sgnd-core.sh|Filesystem and paths|Public API|fn|function|public|normal|sgnd_mktemp_dir|Mktemp dir
sgnd-core.sh|Filesystem and paths|Public API|fn|function|public|normal|sgnd_mktemp_file|Mktemp file
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_slugify|Slugify
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_hash_sha256_file|Hash sha256 file
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_safe_replace_file|Safe replace file
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_is_set|Is set
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_default|Default
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_is_number|Is number
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_array_has_items|Array has items
sgnd-core.sh|Values and variables|Public API|fn|function|public|normal|sgnd_is_true|Is true
sgnd-core.sh|Process and runtime|Public API|fn|function|public|normal|sgnd_proc_exists|Proc exists
sgnd-core.sh|Process and runtime|Public API|fn|function|public|normal|sgnd_wait_for_exit|Wait for exit
sgnd-core.sh|Process and runtime|Public API|fn|function|public|normal|sgnd_kill_if_running|Kill if running
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_caller_id|Caller id
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_stack_trace|Stack trace
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_has_tty|Has tty
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_is_ui_mode|Is ui mode
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_is_desktop_mode|Is desktop mode
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_internal_call_guard|Internal call guard
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_show_vars_by_prefix|Show vars by prefix
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_version_ge|Version ge
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_timestamp|Timestamp
sgnd-core.sh|Diagnostics and execution|Public API|fn|function|public|normal|sgnd_retry|Retry
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_join|Join
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_array_union|Array union
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_trim|Trim
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_string_repeat|String repeat
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_fill_left|Fill left
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_fill_right|Fill right
sgnd-core.sh|Collections and strings|Public API|fn|function|public|normal|sgnd_fill_center|Fill center
sgnd-core.sh|Terminal text layout|Public API|fn|function|public|normal|sgnd_visible_length|Visible length
sgnd-core.sh|Terminal text layout|Public API|fn|function|public|normal|sgnd_terminal_width|Terminal width
sgnd-core.sh|Terminal text layout|Public API|fn|function|public|normal|sgnd_padded_visible|Padded visible
sgnd-core.sh|Terminal text layout|Public API|fn|function|public|normal|sgnd_wrap_words|Wrap words
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_ipv4|Validate ipv4
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_yesno|Validate yesno
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_int|Validate int
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_numeric|Validate numeric
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_text|Validate text
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_bool|Validate bool
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_date|Validate date
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_cidr|Validate cidr
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_slug|Validate slug
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_fs_name|Validate fs name
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_file_exists|Validate file exists
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_path_exists|Validate path exists
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_dir_exists|Validate dir exists
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_executable|Validate executable
sgnd-core.sh|Validation|Public API|fn|function|public|normal|sgnd_validate_file_not_exists|Validate file not exists
sgnd-menu.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
sgnd-menu.sh|Toggle formatting||fn|function|internal|normal|_sgnd_console_toggleword|Render a toggle word with an emphasized hotkey
sgnd-menu.sh|Toggle formatting||fn|function|internal|normal|_sgnd_console_statusword|Render one status-bar fragment
sgnd-menu.sh|Toggle formatting||fn|function|internal|normal|_sgnd_console_onoff|Render a colored On/Off state
sgnd-menu.sh|Toggle labels||fn|function|internal|normal|_sgnd_console_label_clearonrender|Build the clear-on-render label
sgnd-menu.sh|Toggle labels||fn|function|internal|normal|_sgnd_console_label_dryrun|Build the dry-run label
sgnd-menu.sh|Toggle labels||fn|function|internal|normal|_sgnd_console_label_debug|Build the debug label
sgnd-menu.sh|Toggle labels||fn|function|internal|normal|_sgnd_console_label_verbose|Build the verbose label
sgnd-menu.sh|Toggle labels||fn|function|internal|normal|_sgnd_console_label_logfile|Build the logfile label
sgnd-menu.sh|Toggle actions||fn|function|internal|normal|_sgnd_console_toggle_clearonrender|Toggle clear-on-render
sgnd-menu.sh|Toggle actions||fn|function|internal|normal|_sgnd_console_toggle_debug|Toggle debug mode
sgnd-menu.sh|Toggle actions||fn|function|internal|normal|_sgnd_console_toggle_verbose|Toggle verbose mode
sgnd-menu.sh|Toggle actions||fn|function|internal|normal|_sgnd_console_theme_name|Return the active theme name
sgnd-menu.sh|Session actions||fn|function|internal|normal|_sgnd_console_set_lines_per_page|Set lines per page
sgnd-menu.sh|Session actions||fn|function|internal|normal|_sgnd_console_redraw|Request a menu redraw
sgnd-menu.sh|Session actions||fn|function|internal|normal|_sgnd_console_quit|Request menu termination
sgnd-menu.sh|Session actions||fn|function|internal|normal|_sgnd_console_nextpage|Move to the next menu page
sgnd-menu.sh|Session actions||fn|function|internal|normal|_sgnd_console_prevpage|Move to the previous menu page
sgnd-menu.sh|Menu model cache||fn|function|internal|normal|_sgnd_console_refresh_model_cache|Materialize menu datatables into indexed caches
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_collect_group_render_indexes|Build ordered group indexes for the active source
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_collect_visible_item_indexes|Build visible item indexes for the active source
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_visible_item_count|Return the visible item count
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_get_visible_row_index|Resolve a visible position to its model row
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_menu_module_chapter|Derive the page chapter from a module source
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_get_visible_display_number|Return an item's chapter-local display number
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_find_visible_pos_for_row|Find a model row in the visible index
sgnd-menu.sh|Menu model indexes||fn|function|internal|normal|_sgnd_console_group_continues_after_visible_pos|Test whether a group continues later in the visible list
sgnd-menu.sh|Menu layout measurement||fn|function|internal|normal|_sgnd_console_body_height|Return the usable menu-body height
sgnd-menu.sh|Menu layout measurement||fn|function|internal|normal|_sgnd_console_measure_item_lines|Measure one rendered menu item
sgnd-menu.sh|Menu layout measurement||fn|function|internal|normal|_sgnd_console_measure_group_header_lines|Return group-header height
sgnd-menu.sh|Menu layout measurement||fn|function|internal|normal|_sgnd_console_display_key_width|Calculate the width of visible numeric menu keys
sgnd-menu.sh|Menu layout measurement||fn|function|internal|normal|_sgnd_console_calc_label_width|Calculate the shared menu label width
sgnd-menu.sh|Menu pagination||fn|function|internal|normal|_sgnd_console_build_pages|Build cached menu page boundaries
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_menu|Render the active menu page
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_menu_title|Render the console title block
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_page_header|Render the current page indicator above the menu body
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_menu_body_paged|Render the current page body
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_page_rows|Render selected groups and item rows
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_group|Render one complete menu group
sgnd-menu.sh|Menu rendering||fn|function|internal|normal|_sgnd_console_render_togglebar|Render runtime status and keyboard legend
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_menu_create|Initialize a reusable menu model
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_menu_register_group|Register a menu group
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_menu_register_item|Register one menu item
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_menu_set_item_status|Set menu item status decoration
sgnd-menu.sh|Public API||fn|function|internal|normal|_sgnd_menu_status_text|Build a colored status icon
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_menu_show_menu|Render the current menu
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_console_register_group|Compatibility alias for sgnd_menu_register_group
sgnd-menu.sh|Public API||fn|function|public|normal|sgnd_console_register_item|Compatibility alias for sgnd_menu_register_item
sgnd-menu.sh|Menu input and dispatch||fn|function|public|normal|sgnd_menu_read_choice|Read one menu choice or navigation key
sgnd-menu.sh|Menu input and dispatch||fn|function|public|normal|sgnd_menu_dispatch|Dispatch a normalized menu choice
sgnd-menu.sh|Menu input and dispatch||fn|function|internal|normal|_sgnd_console_valid_choices_csv|Build the current valid-choice list
sgnd-menu.sh|Menu input and dispatch||fn|function|internal|normal|_sgnd_menu_execute_item|Execute a registered menu item through an optional host executor
sgnd-menu.sh|Menu input and dispatch||fn|function|internal|normal|_sgnd_console_dispatch|Dispatch a normalized menu choice
sgnd-comment-header-parser.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_read|Header read
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_load_section_to_dt|Header load section to dt
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_is_section_header|Header is section header
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_buffer_load|Header buffer load
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_buffer_get_section|Header buffer get section
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_calc_checksum|Header calc checksum
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_bump_version|Header bump version
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_section|Header get section
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_section_from_text|Header get section from text
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_banner_parts_from_text|Header get banner parts from text
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_parse_banner_line|Header parse banner line
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_field|Header get field
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_field_value|Header get field value
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_get_banner_parts|Header get banner parts
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_section_get_field_value|Section get field value
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_add_field|Header add field
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_upsert_field|Header upsert field
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_header_set_field|Header set field
sgnd-comment-header-parser.sh|Public API||fn|function|public|normal|sgnd_framework_set_version|Update framework version identity
sgnd-system.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_need_root|Need root
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_cannot_root|Cannot root
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_need_systemd|Need systemd
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_need_writable|Need writable
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_is_active|Is active
sgnd-system.sh|Privilege and runtime requirements|Public API|fn|function|public|normal|sgnd_ensure_writable_dir|Ensure writable dir
sgnd-system.sh|Network|Public API|fn|function|public|normal|sgnd_get_primary_nic|Get primary nic
sgnd-system.sh|Network|Public API|fn|function|public|normal|sgnd_ping_ok|Ping ok
sgnd-system.sh|Network|Public API|fn|function|public|normal|sgnd_port_open|Port open
sgnd-system.sh|Network|Public API|fn|function|public|normal|sgnd_get_ip|Get ip
sgnd-system.sh|User context and ownership|Public API|fn|function|public|normal|sgnd_real_user|Real user
sgnd-system.sh|User context and ownership|Public API|fn|function|public|normal|sgnd_real_home|Real home
sgnd-system.sh|User context and ownership|Public API|fn|function|public|normal|sgnd_run_as_real_user|Run as real user
sgnd-system.sh|User context and ownership|Public API|fn|function|public|normal|sgnd_fix_ownership|Fix ownership
sgnd-system.sh|User context and ownership|Public API|fn|function|public|normal|sgnd_fix_permissions|Fix permissions
sgnd-system.sh|Operating system information|Public API|fn|function|public|normal|sgnd_get_os|Get os
sgnd-system.sh|Operating system information|Public API|fn|function|public|normal|sgnd_get_os_version|Get os version
sgnd-system.sh|Failure and command execution|Public API|fn|function|public|normal|sgnd_die|Die
sgnd-system.sh|Failure and command execution|Public API|fn|function|public|normal|sgnd_require|Require
sgnd-system.sh|Failure and command execution|Public API|fn|function|public|normal|sgnd_must|Must
doc-renderer.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
doc-renderer.sh|Local definitions||var|variable|public|normal|DOC_RENDER_CACHE_DIR|Persistent renderer input cache directory
doc-renderer.sh|Arguments|Local definitions|doc|general documentation|public|normal|render_options|Documentation output selection and ordering defaults
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_init_metadata|Initialize document-level render metadata
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_prepare_output_directory|Create and optionally clean the documentation output directory
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_export_render_config|Export renderer configuration to a PSV file
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_collect_license_lines|Collect active license text for appendix rendering
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_export_product_manifests|Export discovered product metadata for product-owned appendices
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_export_render_tables|Export parser tables for the Python renderer
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_doc_render_cache_dir|Resolve the persistent renderer cache directory
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_clear_render_cache|Remove cached renderer input data
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_persist_render_cache|Persist a complete renderer export set
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_validate_render_cache|Validate cached renderer input
doc-renderer.sh|Helpers|Local definitions|fn|function|internal|normal|_cleanup_old_render_exports|Clean old renderer export folders
doc-renderer.sh|Main sequence||fn|function|internal|normal|_render_site|Render collected documentation data
doc-renderer.sh|Main sequence||fn|function|internal|normal|_render_cached_site|Render HTML from the persistent renderer cache
ui-say.sh|Library guard||fn|function|internal|template|_sgnd_lib_guard|Enforce source-only, single-load library initialization
ui-say.sh|Helpers||fn|function|internal|normal|_say_normalize_log_level|Normalize a log level name
ui-say.sh|Helpers||fn|function|internal|normal|_say_should_print_console|Determine whether a message should be written to the console
ui-say.sh|Helpers||fn|function|internal|normal|_say_should_write_log|Determine whether a message should be written to the logfile
ui-say.sh|Helpers||fn|function|internal|normal|_say_caller|Say caller
ui-say.sh|Helpers||fn|function|internal|normal|_say_write_log|Say write log
ui-say.sh|Helpers||fn|function|internal|normal|_sgnd_rotate_logs|Rotate logs
ui-say.sh|Helpers||fn|function|internal|normal|_sgnd_logfile|Logfile
ui-say.sh|Helpers||fn|function|internal|normal|_sayprogress_write_slot|Sayprogress write slot
ui-say.sh|Helpers||fn|function|internal|normal|_sgnd_ensure_linebreak|Ensure linebreak
ui-say.sh|Public API||fn|function|public|normal|say|Say
ui-say.sh|Build final output line and print|Public API|fn|function|public|normal|sayprogress_begin|Sayprogress Begin
ui-say.sh|Build final output line and print|Public API|fn|function|public|normal|sayprogress|Sayprogress
ui-say.sh|Build final output line and print|Public API|fn|function|public|normal|sayprogress_done|Sayprogress Done
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|sayinfo|Write an informational message
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|saystart|Write a start/progress message
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|saywarning|
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|sayfail|Write a failure message
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|saycancel|Write a cancellation message
ui-say.sh|Convenience wrappers for say() with a fixed TYPE.|Public API|fn|function|public|normal|sayok|Write a success message
