file|source_linenr|doc_linenr|section|parentsection|grandparentsection|stylehint|item|title|contenttype|content|contentref
manage-framework-state.sh|130|51|Script identity|||normal|SGND_SCRIPT_DIR|Directory containing the currently executing script|variableheader|SGND_SCRIPT_DIR - Directory containing the currently executing script|manage-framework-state.sh:::Script identity:SGND_SCRIPT_DIR
manage-framework-state.sh|133|52|Script identity|||normal|SGND_SCRIPT_BASE|Filename of the currently executing script|variableheader|SGND_SCRIPT_BASE - Filename of the currently executing script|manage-framework-state.sh:::Script identity:SGND_SCRIPT_BASE
manage-framework-state.sh|136|53|Script identity|||normal|SGND_SCRIPT_NAME|Script basename without the .sh extension|variableheader|SGND_SCRIPT_NAME - Script basename without the .sh extension|manage-framework-state.sh:::Script identity:SGND_SCRIPT_NAME
manage-framework-state.sh|138|54|Script identity|||normal|SGND_SCRIPT_FILE||variableheader|SGND_SCRIPT_FILE|manage-framework-state.sh:::Script identity:SGND_SCRIPT_FILE
manage-framework-state.sh|139|55|Script identity|||normal|SGND_SCRIPT_FILE||variablebody|Absolute path to the currently executing script.|manage-framework-state.sh:::Script identity:SGND_SCRIPT_FILE
manage-framework-state.sh|142|56|Script identity|||normal|SGND_SCRIPT_DIR||variableheader|SGND_SCRIPT_DIR|manage-framework-state.sh:::Script identity:SGND_SCRIPT_DIR
manage-framework-state.sh|143|57|Script identity|||normal|SGND_SCRIPT_DIR||variablebody|Directory containing the currently executing script.|manage-framework-state.sh:::Script identity:SGND_SCRIPT_DIR
manage-framework-state.sh|146|58|Script identity|||normal|SGND_SCRIPT_BASE||variableheader|SGND_SCRIPT_BASE|manage-framework-state.sh:::Script identity:SGND_SCRIPT_BASE
manage-framework-state.sh|147|59|Script identity|||normal|SGND_SCRIPT_BASE||variablebody|Filename of the currently executing script, including extension.|manage-framework-state.sh:::Script identity:SGND_SCRIPT_BASE
manage-framework-state.sh|150|60|Script identity|||normal|SGND_SCRIPT_NAME||variableheader|SGND_SCRIPT_NAME|manage-framework-state.sh:::Script identity:SGND_SCRIPT_NAME
manage-framework-state.sh|151|61|Script identity|||normal|SGND_SCRIPT_NAME||variablebody|Script basename without the .sh extension; used for help and display text.|manage-framework-state.sh:::Script identity:SGND_SCRIPT_NAME
manage-framework-state.sh|155|62|Framework integration|||normal|||L1Sectionheader|Framework integration|manage-framework-state.sh:::Framework integration:
manage-framework-state.sh|156|63|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variableheader|SGND_USING - Optional framework libraries to source after core bootstrap|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|157|64|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody|Libraries to source from SGND_COMMON_LIB.|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|158|65|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody|These are loaded automatically by sgnd_bootstrap AFTER core libraries.|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|159|66|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody||manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|160|67|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody|Example:|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|161|68|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody|  SGND_USING=( net.sh fs.sh )|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|162|69|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody||manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|163|70|Framework integration|||normal|SGND_USING|Optional framework libraries to source after core bootstrap|variablebody|Leave empty if no extra libs are needed.|manage-framework-state.sh:::Framework integration:SGND_USING
manage-framework-state.sh|167|71|Framework integration|||normal|SGND_ARGS_SPEC|Script-specific command-line argument specification|variableheader|SGND_ARGS_SPEC - Script-specific command-line argument specification|manage-framework-state.sh:::Framework integration:SGND_ARGS_SPEC
manage-framework-state.sh|168|72|Framework integration|||normal|SGND_ARGS_SPEC|Script-specific command-line argument specification|variablebody|Optional: script-specific arguments|manage-framework-state.sh:::Framework integration:SGND_ARGS_SPEC
manage-framework-state.sh|169|73|Example|||normal|||L3Sectionheader|Example|manage-framework-state.sh:::Example:
manage-framework-state.sh|170|74|Example|||normal|||L3Sectionbody|Each entry:|manage-framework-state.sh:::Example:
manage-framework-state.sh|172|76|Example|||normal|||L3Sectionbody||manage-framework-state.sh:::Example:
manage-framework-state.sh|173|77|Example|||normal|||L3Sectionbody|  name    = long option name WITHOUT leading --|manage-framework-state.sh:::Example:
manage-framework-state.sh|174|78|Example|||normal|||L3Sectionbody|  short   - short option name WITHOUT leading -|manage-framework-state.sh:::Example:
manage-framework-state.sh|176|80|Example|||normal|||L3Sectionbody|  var     = shell variable that will be set|manage-framework-state.sh:::Example:
manage-framework-state.sh|177|81|Example|||normal|||L3Sectionbody|  help    = help string for auto-generated --help output|manage-framework-state.sh:::Example:
manage-framework-state.sh|178|82|Example|||normal|||L3Sectionbody|  choices = for enum: comma-separated values (e.g. fast,slow,auto)|manage-framework-state.sh:::Example:
manage-framework-state.sh|179|83|Example|||normal|||L3Sectionbody|            for flag/value: leave empty|manage-framework-state.sh:::Example:
manage-framework-state.sh|180|84|Example|||normal|||L3Sectionbody||manage-framework-state.sh:::Example:
manage-framework-state.sh|181|85|Example|||normal|||L3Sectionbody|Notes:|manage-framework-state.sh:::Example:
manage-framework-state.sh|182|86|Example|||normal|||L3Sectionbody|  - -h / --help is built in, you don't need to define it here.|manage-framework-state.sh:::Example:
manage-framework-state.sh|183|87|Example|||normal|||L3Sectionbody|  - After parsing you can use: FLAG_VERBOSE, VAL_CONFIG, ENUM_MODE, ...|manage-framework-state.sh:::Example:
manage-framework-state.sh|188|88|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variableheader|SGND_SCRIPT_EXAMPLES - Optional help examples for this script|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|189|89|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|Optional: examples for --help output.|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|190|90|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|Each entry is a string that will be printed verbatim.|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|191|91|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|192|92|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|Example:|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|193|93|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|  SGND_SCRIPT_EXAMPLES=(|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|194|94|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|      "Example usage:"|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|195|95|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|      "  script.sh --verbose --mode fast"|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|196|96|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|      "  script.sh -v -m slow"|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|197|97|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|  )|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|198|98|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|199|99|Example|||normal|SGND_SCRIPT_EXAMPLES|Optional help examples for this script|variablebody|Leave empty if no examples are needed.|manage-framework-state.sh:::Example:SGND_SCRIPT_EXAMPLES
manage-framework-state.sh|206|100|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variableheader|SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|207|101|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Explicit declaration of global variables intentionally used by this script.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|208|102|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|209|103|Example|||highlight|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Purpose|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|210|104|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Declares which globals are part of the script’s public/config contract.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|211|105|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Enables optional configuration loading when non-empty.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|212|106|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|213|107|Example|||highlight|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Behavior|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|214|108|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - If this array is non-empty, sgnd_bootstrap enables config integration.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|215|109|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Variables listed here may be populated from configuration files.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|216|110|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Unlisted globals will NOT be auto-populated.|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|217|111|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|218|112|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Use this to:|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|219|113|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Document intentional globals|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|220|114|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Prevent accidental namespace leakage|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|221|115|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Make configuration behavior explicit and predictable|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|222|116|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|223|117|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Only list:|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|224|118|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Variables that must be globally accessible|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|225|119|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - Variables that may be defined in config files|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|226|120|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody||manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|227|121|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|Leave empty if:|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|228|122|Example|||normal|SGND_SCRIPT_GLOBALS|Script globals participating in configuration loading# var: SGND_SCRIPT_GLOBALS - Script globals participating in configuration loading|variablebody|  - The script does not use configuration-driven globals|manage-framework-state.sh:::Example:SGND_SCRIPT_GLOBALS
manage-framework-state.sh|232|123|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variableheader|SGND_STATE_VARIABLES - Script variables participating in persistent state|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|233|124|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|List of variables participating in persistent state.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|234|125|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody||manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|235|126|Example|||highlight|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|Purpose|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|236|127|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - Declares which variables should be saved/restored when state is enabled.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|237|128|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody||manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|238|129|Example|||highlight|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|Behavior|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|239|130|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - Only used when sgnd_bootstrap is invoked with --state.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|240|131|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - Variables listed here are serialized on exit (if SGND_STATE_SAVE=1).|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|241|132|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - On startup, previously saved values are restored before main logic runs.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|242|133|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody||manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|243|134|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|Contract:|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|244|135|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - Variables must be simple scalars (no arrays/associatives unless explicitly supported).|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|245|136|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - Script remains fully functional when state is disabled.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|246|137|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody||manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|247|138|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|Leave empty if:|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|248|139|Example|||normal|SGND_STATE_VARIABLES|Script variables participating in persistent state|variablebody|  - The script does not use persistent state.|manage-framework-state.sh:::Example:SGND_STATE_VARIABLES
manage-framework-state.sh|252|140|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variableheader|SGND_ON_EXIT_HANDLERS - Script-specific exit handler list|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|253|141|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|List of functions to be invoked on script termination.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|254|142|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody||manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|255|143|Example|||highlight|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|Purpose|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|256|144|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Allows scripts to register cleanup or finalization hooks.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|257|145|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody||manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|258|146|Example|||highlight|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|Behavior|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|259|147|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Functions listed here are executed during framework exit handling.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|260|148|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Execution order follows array order.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|261|149|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Handlers run regardless of normal exit or controlled termination.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|262|150|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody||manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|263|151|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|Contract:|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|264|152|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Functions must exist before exit occurs.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|265|153|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Handlers must not call exit directly.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|266|154|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Handlers should be idempotent (safe if executed once).|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|267|155|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody||manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|268|156|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|Typical uses:|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|269|157|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Cleanup temporary files|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|270|158|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Persist additional state|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|271|159|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - Release locks|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|272|160|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody||manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|273|161|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|Leave empty if:|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|274|162|Example|||normal|SGND_ON_EXIT_HANDLERS|Script-specific exit handler list|variablebody|  - No custom exit behavior is required.|manage-framework-state.sh:::Example:SGND_ON_EXIT_HANDLERS
manage-framework-state.sh|278|163|Example|||normal|SGND_STATE_SAVE||variableheader|SGND_STATE_SAVE|manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|279|164|Example|||normal|SGND_STATE_SAVE||variablebody|State persistence toggle used by sgnd_bootstrap when state support is enabled.|manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|280|165|Example|||normal|SGND_STATE_SAVE||variablebody||manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|281|166|Example|||normal|SGND_STATE_SAVE||variablebody|Scripts that want persistent state must:|manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|282|167|Example|||normal|SGND_STATE_SAVE||variablebody|  1) set SGND_STATE_SAVE=1|manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|283|168|Example|||normal|SGND_STATE_SAVE||variablebody|  2) call sgnd_bootstrap --state or --autostate|manage-framework-state.sh:::Example:SGND_STATE_SAVE
manage-framework-state.sh|286|169|Local script declarations|||normal|||L1Sectionheader|Local script declarations|manage-framework-state.sh:::Local script declarations:
manage-framework-state.sh|287|170|Local script declarations|||normal|||L1Sectionbody|doc$ Local script declarations|manage-framework-state.sh:::Local script declarations:
manage-framework-state.sh|288|171|Local script declarations|||normal|||L1Sectionbody|Put script-local constants and defaults here, not framework configuration.|manage-framework-state.sh:::Local script declarations:
manage-framework-state.sh|289|172|Local script declarations|||normal|||L1Sectionbody|Prefer local variables inside functions unless a value must be shared.|manage-framework-state.sh:::Local script declarations:
manage-framework-state.sh|291|173|Local script functions|||normal|||L1Sectionheader|Local script functions|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|292|174|Local script functions|||normal|||L1Sectionbody|doc$ Local script functions|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|293|175|Local script functions|||normal|||L1Sectionbody|Organize script-specific functions here.|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|294|176|Local script functions|||normal|||L1Sectionbody|These functions are not reusable framework behavior; they implement the|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|295|177|Local script functions|||normal|||L1Sectionbody|unique logic and features of the executable script.|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|296|178|Local script functions|||normal|||L1Sectionbody||manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|297|179|Local script functions|||normal|||L1Sectionbody|Suggested organization:|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|298|180|Local script functions|||normal|||L1Sectionbody|  - Initialization|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|299|181|Local script functions|||normal|||L1Sectionbody|  - Local script helpers|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|300|182|Local script functions|||normal|||L1Sectionbody|  - Layout and display helpers|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|301|183|Local script functions|||normal|||L1Sectionbody|  - Input handling|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|302|184|Local script functions|||normal|||L1Sectionbody|  - Business logic|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|303|185|Local script functions|||normal|||L1Sectionbody|  - Validation|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|304|186|Local script functions|||normal|||L1Sectionbody|  - Reporting|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|305|187|Local script functions|||normal|||L1Sectionbody|  - Cleanup|manage-framework-state.sh:::Local script functions:
manage-framework-state.sh|378|188|Main|||normal|||L1Sectionheader|Main|manage-framework-state.sh:::Main:
manage-framework-state.sh|379|189|Main|||normal|main|Run the executable main sequence|functionheader|main - Run the executable main sequence|manage-framework-state.sh:::Main:main
manage-framework-state.sh|380|190|Main|||highlight|main|Run the executable main sequence|functionbody|Purpose|manage-framework-state.sh:::Main:main
manage-framework-state.sh|381|191|Main|||normal|main|Run the executable main sequence|functionbody|  Run the standard executable startup sequence and then execute|manage-framework-state.sh:::Main:main
manage-framework-state.sh|382|192|Main|||normal|main|Run the executable main sequence|functionbody|  script-specific logic.|manage-framework-state.sh:::Main:main
manage-framework-state.sh|383|193|Main|||normal|main|Run the executable main sequence|functionbody||manage-framework-state.sh:::Main:main
manage-framework-state.sh|384|194|Main|||highlight|main|Run the executable main sequence|functionbody|Arguments|manage-framework-state.sh:::Main:main
manage-framework-state.sh|385|195|Main|||normal|main|Run the executable main sequence|functionbody|  $@  Command-line arguments.|manage-framework-state.sh:::Main:main
manage-framework-state.sh|386|196|Main|||normal|main|Run the executable main sequence|functionbody||manage-framework-state.sh:::Main:main
manage-framework-state.sh|387|197|Main|||highlight|main|Run the executable main sequence|functionbody|Behavior|manage-framework-state.sh:::Main:main
manage-framework-state.sh|388|198|Main|||normal|main|Run the executable main sequence|functionbody|  - Locates the SolidGroundUX framework.|manage-framework-state.sh:::Main:main
manage-framework-state.sh|389|199|Main|||normal|main|Run the executable main sequence|functionbody|  - Loads executable runtime support.|manage-framework-state.sh:::Main:main
manage-framework-state.sh|390|200|Main|||normal|main|Run the executable main sequence|functionbody|  - Starts the framework runtime through sgnd_exe_start.|manage-framework-state.sh:::Main:main
manage-framework-state.sh|391|201|Main|||normal|main|Run the executable main sequence|functionbody|  - Continues with script-specific logic.|manage-framework-state.sh:::Main:main
